row_id,Prediction
249,58.5243519521
250,16.8454462261
251,20.2146034773
252,31.997955755
253,58.1371116762
254,42.4153939272
255,3.97763223998
256,66.0954314857
257,68.8796774543
258,13.8710929764
259,12.2905752117
260,36.4804193853
261,60.9729726712
262,10.672913741
263,4.73453398284
264,21.5392954345
265,30.5084477253
266,29.2008728396
267,75.0803758105
268,38.7116846917
269,47.3716240733
270,41.8075437273
271,59.3911900002
272,56.2487341015
273,46.0601569309
274,63.5169546608
275,30.4051816164
276,55.5617001643
277,47.9881779991
278,8.34878793323
279,20.1662455994
280,39.9870370261
281,44.2379003495
282,53.5957363341
283,35.6187859362
284,72.7831741595
285,20.4205507341
286,45.06818893
287,43.9849836472
288,43.0815833134
289,40.8236834262
290,30.4461709477
291,39.7828376844
292,30.5190757518
293,2.71306863285
294,40.9953324212
295,59.27546299
296,2.47296519971
297,45.3572288534
298,46.5577319668
299,57.825935281
300,38.8922499444
301,23.2878518993
302,59.9801178434
303,78.3351920699
304,49.3931579959
305,62.0179856752
306,38.5537513085
307,62.9159365146
308,31.8445710506
309,37.6136064008
310,44.3463802579
311,15.14663677
312,12.613793804
313,5.17158739571
314,4.37684276585
315,9.79989079548
316,32.7241959829
317,47.9943724742
318,42.3466686394
319,58.9199978557
320,4.25057889979
321,28.5311335688
322,44.886869655
323,45.3907747016
324,50.254093592
325,14.1773842428
326,59.414838705
327,25.7891392709
328,32.0589834942
329,58.609194562
330,44.5478748655
331,33.1927653856
332,35.7501120364
333,40.8030935631
334,40.216456802
335,41.2436363502
336,65.4324579308
337,46.3274272612
338,47.3332982387
339,2.44216276975
340,35.0974302784
341,62.1732051665
342,29.6729497694
343,46.8263398239
344,16.8053160321
345,30.5218993779
346,22.1322852789
347,45.2194180847
348,8.93915078123
349,12.2546867392
350,28.288630854
351,47.0274790742
352,11.8109965735
353,7.85168610856
354,38.8695341553
355,58.4710041881
356,54.9896989484
357,53.2499007142
358,23.7599553916
359,28.6868676394
360,61.3237698273
361,59.8718085269
362,12.5990516287
363,55.5234765831
364,38.3266810117
365,35.3250267611
366,47.4440096157
367,39.4375814561
368,63.5252049837
369,45.7485414886
370,35.8779508107
371,41.3285307122
372,26.9363216356
373,54.7598116679
374,63.3426339509
375,42.1912410252
376,16.7052208089
377,53.1487694082
378,3.32603787863
379,12.3864536103
380,56.5583967995
381,15.5053891822
382,41.3936560567
383,24.03619832
384,12.3839726145
385,56.2475268574
386,15.5349481629
387,30.504596265
388,47.4336841065
389,40.772720251
390,26.0400083644
391,37.6852576794
392,69.1802181019
393,53.5424602956
394,57.5851273022
395,42.0281688314
396,63.237817789
397,14.4804033485
398,30.4109262688
399,48.2437975563
400,20.8984842787
401,42.9815224537
402,5.96864122593
403,44.1978901598
404,10.1659046105
405,56.7103696243
406,33.7503986563
407,44.8676551629
408,41.5675612962
409,51.1040293304
410,17.5151089578
411,40.8853973619
412,12.9544413113
413,41.5472748009
414,32.3126925266
415,34.4061419285
416,76.1127887635
417,56.5700020796
418,41.5735534733
419,58.4671649229
420,42.6918355617
421,65.4304912548
422,56.8302070123
423,39.5458602103
424,18.3595038706
425,14.728853908
426,11.6737788518
427,71.7200390839
428,5.16221285808
429,42.5011617473
430,39.0118301479
431,16.16932172
432,8.90709662184
433,20.8262180922
434,47.3701165959
435,50.3523066537
436,65.6415486198
437,52.8791354994
438,24.3380327506
439,62.0215271115
440,4.93537128869
441,70.7088196724
442,17.0955312154
443,33.7812791074
444,41.0321204477
445,10.85005522
446,33.6915250421
447,24.2936579139
448,58.1910040732
449,42.4166813168
450,27.8219526426
451,30.6609465471
452,32.0153718629
453,4.6302177663
454,40.8646743281
455,8.20265662168
456,57.9796999438
457,44.2716176211
458,48.2912556394
459,21.8563115709
460,43.9460662567
461,35.4993029164
462,36.1308439517
463,37.1040920703
464,38.8107722245
465,51.3343116171
466,51.8434540342
467,24.9508708145
468,2.07640184816
469,40.3406956783
470,50.0301341201
471,36.6074287441
472,12.6872185823
473,53.4664766959
474,72.5883226723
475,5.76383511825
476,36.0267404795
477,9.77813839
478,32.8912868987
479,40.1395790434
480,28.3746981668
481,28.4884585992
482,31.4682481495
483,11.2209835413
484,29.3820867223
485,20.5468514234
486,41.6341606024
487,9.26886491039
488,44.3693521563
489,46.1478635751
490,52.95603923
491,37.891728581
492,41.2477113431
493,21.409086348
494,22.6426676038
495,62.573652773
496,24.0672346498
497,51.038423199
498,42.2601755315
499,58.2125486867
500,23.6326055167
501,24.1828153615
502,27.1989915521
503,25.369186405
504,27.0299524627
505,52.44137948
506,41.4709050846
507,46.9583334353
508,58.1107355005
509,46.1582057398
510,51.0492739749
511,50.6331682549
512,54.9914035787
513,37.5657481281
514,43.5146198338
515,13.2630214685
516,52.5567643339
517,40.3968983366
518,9.29302896343
519,20.1555876946
520,54.6008672429
521,63.7788121726
522,7.73862022238
523,31.9281436348
524,32.3943938358
525,25.7115980376
526,24.9831313283
527,24.3687679461
528,15.407586777
529,33.3376744358
530,13.3728049554
531,15.8999914173
532,12.3451919427
533,41.4474755412
534,68.1206677589
535,54.8954778999
536,19.2354107203
537,44.4284418123
538,41.1673100914
539,60.1309936002
540,17.9551746282
541,13.0722509605
542,46.093748339
543,58.7074097098
544,3.46485568218
545,59.4109563651
546,52.1410026906
547,41.4201003177
548,75.0898372637
549,46.2494973461
550,53.5028564925
551,42.505027924
552,15.247949424
553,44.4155750116
554,31.2060410107
555,32.278574348
556,37.5737535002
557,27.4506678752
558,39.2400305343
559,30.350374317
560,59.7531192529
561,62.1306113028
562,57.1800433387
563,77.5756621027
564,40.8234173726
565,40.5837764038
566,37.8181460938
567,58.0691769797
568,4.9387033095
569,41.1571238011
570,41.1776754879
571,33.4552595805
572,48.6976518952
573,48.3197009269
574,15.7984218005
575,43.0828943997
576,18.4917514763
577,5.29345093017
578,32.907568305
579,43.3329677304
580,49.3975949088
581,53.7533469644
582,25.2027378243
583,17.8638339786
584,31.7226247363
585,47.5039035138
586,58.2866480836
587,7.34970186957
588,52.3287316614
589,51.4307791627
590,43.7030164716
591,52.6182845948
592,27.6165128791
593,5.20400324464
594,42.9489301639
595,41.2298938789
596,66.996321876
597,7.32033582168
598,32.4617061176
599,41.6768169511
600,71.8169472536
601,44.7700736606
602,30.9573908305
603,44.2898651003
604,13.1329358317
605,31.0659047094
606,40.1148084511
607,3.10889305692
608,7.2500303769
609,37.4642451463
610,48.7184277696
611,50.2439366993
612,58.0743164617
613,42.9591796675
614,60.1527625117
615,37.9356749035
616,61.3888466319
617,49.4407474203
618,19.1968045554
619,9.28717855263
620,17.6145257709
621,41.3424826631
622,42.6132419457
623,31.3561190047
624,13.0491474953
625,13.8009127508
626,12.5663220537
627,46.4976122671
628,40.2165895229
629,57.9831438283
630,35.7567051837
631,17.163902185
632,18.5835275312
633,46.2760822678
634,5.14420849122
635,52.5772495004
636,57.8649740348
637,26.4449919256
638,48.5403561948
639,44.1050353773
640,19.6753643679
641,12.9874297446
642,8.89806864097
643,24.3820192087
644,48.5750277571
645,24.4684423416
646,11.8480911773
647,57.7422681923
648,46.0010281217
649,60.4725640864
650,52.8426813008
651,43.4021068523
652,34.9715433507
653,58.7037035508
654,22.4168452312
655,41.6281842985
656,48.3626470242
657,35.2137015803
658,7.680630953
659,18.8186412333
660,24.0729804833
661,52.7822542157
662,34.8960214418
663,6.0758165838
664,46.2111158695
665,39.3808994774
666,38.3916203871
667,60.5807839171
668,62.9373085374
669,15.8401756534
670,8.43642771868
671,8.0127306273
672,30.6814733871
673,64.6174667689
674,14.2839902071
675,42.7195215296
676,5.89541425741
677,15.5076090987
678,44.5056718826
679,40.9602716548
680,47.938090585
681,30.0203456873
682,51.9646193198
683,56.8867399913
684,48.8622053914
685,8.50920444918
686,50.7753988667
687,4.34742372882
688,34.4553397797
689,38.3072104548
690,15.6314775629
691,37.2367806222
692,12.6761769543
693,41.5821482147
694,56.7495166528
695,53.9110064087
696,37.7880200255
697,41.787585989
698,14.8469891505
699,23.4060857567
700,11.9889399131
701,45.8797337884
702,21.5305735649
703,25.6108849111
704,44.1118331264
705,50.1644134034
706,7.5048113638
707,25.0047309923
708,14.1728881646
709,46.2891338408
710,55.9785531791
711,18.7126103529
712,47.7075963303
713,49.0984788545
714,45.1970011323
715,38.0052264046
716,50.4883578464
717,60.9391002677
718,44.6259053127
719,19.4323642415
720,29.3425750305
721,33.5463667574
722,50.7838549809
723,33.2118667341
724,7.6137248224
725,14.5113256901
726,26.4159081724
727,22.4077845394
728,23.7019931221
729,27.3690732668
730,64.1195411536
731,31.8804490289
732,41.9255216524
733,22.9540642045
734,63.6963854853
735,44.3521945323
736,56.8848523915
737,67.6497075299
738,40.8516257272
739,77.3273629131
740,28.8773412015
741,3.41019061759
742,43.101849753
743,18.6704188999
744,11.314853363
745,65.8858734073
746,30.9970760965
747,41.3462870863
748,48.4980951994
749,52.039290639
750,45.0501066533
751,61.3632169694
752,13.6529373425
753,7.00141569514
754,38.4420908495
755,23.3618455234
756,33.924249218
757,22.2768162163
758,36.8154136729
759,42.6292618898
760,1.91894675982
761,23.8263087465
762,57.397110734
763,44.3728850103
764,4.83698000127
765,57.3631511502
766,43.3507411428
767,58.6584405614
768,50.1057272886
769,43.8583971664
770,8.38884389436
771,9.20122195292
772,8.8947058995
773,33.2509997547
774,54.805169445
775,14.3104446996
776,43.8890276995
777,43.5060399891
778,8.00107755783
779,56.4353193327
780,47.8921508454
781,72.3248117609
782,19.7933567922
783,74.3700377475
784,37.4486822259
785,31.8834434335
786,21.9037031503
787,30.3969164443
788,51.8779091023
789,50.3015093229
790,9.71578359176
791,6.13472537626
792,47.2052414567
793,42.6008508898
794,44.5521395874
795,28.7960742232
796,46.0622090987
797,60.726299043
798,16.3510804238
799,8.38153618966
800,52.0905622839
801,2.87116561561
802,15.3274395896
803,32.4522147461
804,42.0217480352
805,8.93126337388
806,8.75821940422
807,42.0819018531
808,54.7196340633
809,65.501202961
810,29.2687800598
811,20.6812767085
812,45.7785844085
813,37.3400944743
814,30.9186175681
815,18.3990254381
816,54.055821239
817,71.908859856
818,49.5748915965
819,37.3115523482
820,11.4988768073
821,3.46412928254
822,39.8856378205
823,48.9446000295
824,7.84489034837
825,48.4039560805
826,49.4308475205
827,47.1320761756
828,11.6427097568
829,19.3709872262
830,49.3446112356
831,19.003158781
832,24.9477412859
833,54.6406738196
834,48.6747969417
835,43.0033560676
836,59.6673998689
837,57.1724912
838,21.2654798949
839,24.8215418558
840,3.40812551735
841,44.5599415655
842,8.41274583768
843,45.0784868082
844,40.3353793706
845,55.9383294183
846,4.53436741491
847,56.2960727364
848,46.4172200812
849,48.7172645166
850,10.0523795425
851,57.2231100476
852,40.7787494492
853,18.269128887
854,26.6909536891
855,28.2432816576
856,18.7377703857
857,50.6275871866
858,21.4357298625
859,63.7831454199
860,60.6074381401
861,42.4285507133
862,61.9625662104
863,49.0123198818
864,35.1293421934
865,32.8133101022
866,30.5806437256
867,46.96085541
868,8.86372843244
869,59.4553365179
870,54.0221490363
871,33.43288856
872,49.9030501831
873,72.4762132542
874,60.3153680594
875,23.4213161091
876,42.9932984683
877,1.8264846923
878,11.7515439771
879,31.3235520068
880,46.2201789223
881,58.6344698682
882,34.4317215518
883,33.4976643591
884,52.6818673187
885,7.63832979386
886,31.4952654741
887,20.5618536713
888,59.6270485132
889,5.22244770223
890,33.5362777993
891,50.468729934
892,44.9827183561
893,55.9361261821
894,13.0948528778
895,7.73982610416
896,11.3164755133
897,5.50474983962
898,52.6748000143
899,49.2811166481
900,25.6148764061
901,69.1361809157
902,8.84909818549
903,44.6908945168
904,28.4718866008
905,40.0670183149
906,46.0299283068
907,61.1722809161
908,62.6113733955
909,28.8807274697
910,31.7963882675
911,42.2306832873
912,11.1111577719
913,44.5670132143
914,35.8316884204
915,8.76324452803
916,51.781912885
917,10.2763241121
918,76.7410551324
919,32.8739943827
920,28.718856884
921,6.15201184284
922,55.2783522022
923,24.9159131526
924,29.5932197116
925,59.0768016546
926,59.6935919269
927,40.7197173947
928,57.9232748322
929,74.0253816512
930,44.0485922033
931,46.5865092992
932,42.4544305434
933,19.2674047294
934,37.919185025
935,38.7853478654
936,31.665676107
937,43.1587464605
938,26.1595405059
939,21.8366331169
940,52.7162428925
941,75.3503069035
942,26.9356405521
943,47.0860037676
944,17.9678510545
945,41.795642648
946,57.4992364974
947,47.4823369413
948,5.89402600522
949,55.9383020098
950,58.800558131
951,47.9302060022
952,9.51812274202
953,36.8782167215
954,32.1486553577
955,61.7623800546
956,11.4013008196
957,47.9317538787
958,6.02324813701
959,10.1734982129
960,25.527242529
961,46.6656540781
962,59.1486624969
963,40.4331277889
964,40.5012244312
965,58.3642017362
966,19.0870519828
967,60.3768973868
968,22.8141651875
969,36.0746479298
970,50.6377995893
971,53.6514678061
972,45.2045912435
973,51.2961305399
974,51.3472210695
975,43.3266928702
976,14.1830360522
977,49.0341992777
978,55.4437374927
979,8.30188111568
980,42.4856670518
981,42.70392556
982,2.99618737366
983,15.8936782709
984,35.9751662083
985,56.8849432887
986,36.2246878782
987,35.7528493742
988,42.7467256363
989,41.9320799011
990,44.840676499
991,41.4927255672
992,31.7757577537
993,27.215455997
994,21.1640109276
995,43.5447763927
996,9.04133883523
997,55.6107780895
998,48.3108495145
999,24.635571703
1000,47.7071804575
1001,35.2607392353
1002,40.5299594395
1003,11.2187363672
1004,23.3203672163
1005,31.4599424381
1006,58.3901553447
1007,46.2733558278
1008,56.7836746666
1009,41.9585215566
1010,26.672440245
1011,37.9836740771
1012,30.3552600197
1013,39.6428757927
1014,17.1932412976
1015,64.8626299245
1016,38.302857617
1017,34.0544668765
1018,42.6520309232
1019,20.8202846622
1020,20.510954984
1021,61.1136436415
1022,55.0492763615
1023,11.3745091443
1024,17.7883531964
1025,18.7412264683
1026,3.40425293182
1027,65.4604791047
1028,68.4796643221
1029,51.0774048538
1030,22.3565181296
1031,39.9690496642
1032,48.9020521549
1033,37.4428642301
1034,52.1856711217
1035,40.5765397829
1036,9.89576791198
1037,32.6541939193
1038,20.7529220081
1039,41.8038522767
1040,8.28779123169
1041,15.4818016636
1042,72.6181734367
1043,25.8445125872
1044,38.4507900756
1045,48.2539845808
1046,44.3557990146
1047,38.3660011439
1048,42.9743999433
1049,55.5878212113
1050,64.6538922264
1051,11.7616464889
1052,51.078937297
1053,41.8209162747
1054,8.63049696667
1055,50.3368205511
1056,29.2197583225
1057,49.3981891351
1058,21.44848984
1059,45.6378511034
1060,18.9188356
1061,16.7876448904
1062,54.8089927244
1063,63.0087161985
1064,38.7609928409
1065,30.8421863372
1066,61.7539107461
1067,48.1164900879
1068,39.7013627635
1069,38.0336367528
1070,23.5776865842
1071,51.8239217883
1072,35.1260652733
1073,27.4081353576
1074,43.0019013742
1075,53.0946010334
1076,72.0416164351
1077,45.8686648239
1078,30.9090303316
1079,5.71344220829
1080,40.818267156
1081,51.9038929822
1082,41.7737742826
1083,51.9788128138
1084,27.6909551365
1085,37.7442935614
1086,51.2621945107
1087,34.917625458
1088,48.5502951508
1089,37.8447095788
1090,27.1517841158
1091,41.0992914973
1092,22.6045552201
1093,49.8275995131
1094,38.5969230328
1095,60.460849925
1096,47.5161792615
1097,31.3581670719
1098,7.83542019731
1099,79.1757895985
1100,48.7859736873
1101,53.4062870461
1102,59.7867429862
1103,28.0010098218
1104,63.4515511521
1105,8.85642141184
1106,67.663747967
1107,64.9323258663
1108,59.3502661284
1109,48.2670825486
1110,11.1425034029
1111,22.1630358884
1112,56.7816287653
1113,12.1236113722
1114,47.3954808505
1115,13.860012048
1116,52.7004273227
1117,58.0549922155
1118,50.5210138564
1119,12.8194307441
1120,18.3151478229
1121,44.614909975
1122,6.33055390639
1123,29.0456797633
1124,65.3901736888
1125,42.0014209917
1126,53.7277909735
1127,61.4710342211
1128,27.3282073375
1129,4.20952786788
1130,6.46376561116
1131,59.434154958
1132,42.762596547
1133,34.474933941
1134,47.1090263555
1135,68.6272186118
1136,9.08927006559
1137,31.3907603442
1138,38.5293069673
1139,51.7059688945
1140,59.9778672403
1141,31.6897781602
1142,35.1155901784
1143,5.24803784468
1144,4.47242572237
1145,28.3793348412
1146,31.1751376213
1147,55.1148810328
1148,53.290117307
1149,23.9622598859
1150,52.2656348119
1151,28.1687787811
1152,9.20388339701
1153,61.1969940882
1154,45.1306357787
1155,42.5951464217
1156,55.651230579
1157,33.8637567879
1158,31.3706688367
1159,48.9005642639
1160,47.1814990039
1161,52.6976221522
1162,38.1861591858
1163,48.5462715978
1164,30.1319227245
1165,38.3079712142
1166,44.0373037653
1167,45.591485424
1168,65.6680816685
1169,11.0492773464
1170,51.5463020121
1171,49.8579432162
1172,55.964155022
1173,57.8867777017
1174,35.1954783524
1175,19.1838930937
1176,17.6723087657
1177,31.352969752
1178,41.1954974353
1179,23.6641501261
1180,35.3680968092
1181,50.0630884596
1182,6.78603954019
1183,8.69846540476
1184,40.3698100323
1185,37.2336811156
1186,63.948641412
1187,56.574047826
1188,29.1234277489
1189,62.9632817125
1190,51.985497085
1191,17.9600800362
1192,38.3228624188
1193,63.1094818116
1194,2.46606587061
1195,40.9830231688
1196,50.0279139011
1197,44.6401840396
1198,42.4669087069
1199,37.7025861508
1200,29.7663103586
1201,72.6107130089
1202,48.5270093239
1203,40.4527923573
1204,4.7982390105
1205,66.7220081661
1206,59.0796392653
1207,5.7274287096
1208,37.062306626
1209,48.5948122984
1210,44.3764048437
1211,39.9754104701
1212,57.0519164481
1213,73.491786684
1214,6.65054147087
1215,50.6646663991
1216,46.5527824508
1217,14.837469566
1218,5.35371795035
1219,42.0818904999
1220,40.9472153157
1221,40.7457481731
1222,39.6539969763
1223,30.9594764438
1224,15.1234917747
1225,41.9117583155
1226,17.029588265
1227,5.7748140829
1228,23.6650031961
1229,30.8753755747
1230,60.0286506306
1231,14.1891404595
1232,74.8206585334
1233,47.5482957452
1234,27.742589924
1235,70.3010129202
1236,79.5653340373
1237,21.4560756577
1238,31.2634169168
1239,49.3799668321
1240,36.9223726638
1241,58.7279788066
1242,39.6567321766
1243,50.7728319326
1244,61.8630900801
1245,15.5580090671
1246,56.5916640662
1247,34.4647631203
1248,17.9788098513
1249,17.2854157523
1250,50.948069346
1251,31.1049899967
1252,38.9157153059
1253,18.0984077402
1254,47.7994127253
1255,61.6440975977
1256,58.6286464257
1257,48.516039082
1258,15.938463509
1259,64.2795910224
1260,56.9525061998
1261,58.7589797477
1262,40.9439263686
1263,49.9436235271
1264,51.5650078241
1265,32.8956915624
1266,38.9159120488
1267,45.7414183676
1268,45.7783380056
1269,59.331131849
1270,40.1420100735
1271,93.0102530186
1272,29.3658769522
1273,46.9603718226
1274,46.3294905249
1275,21.6536141534
1276,6.51676210188
1277,35.9161660121
1278,32.8079906735
1279,43.9749434221
1280,17.6867084804
1281,62.9242188603
1282,15.5001830869
1283,62.578249109
1284,72.0449456221
1285,63.9206346679
1286,55.5638164395
1287,27.1685199283
1288,38.3862943078
1289,71.1054348197
1290,55.7028164685
1291,45.7430333808
1292,10.8963700228
1293,42.5161360001
1294,41.1156662926
1295,6.76829912379
1296,19.5452147177
1297,30.7781360825
1298,25.4301590561
1299,64.329285221
1300,48.5896728003
1301,56.9508251456
1302,17.3507385446
1303,13.9858724703
1304,19.4396785424
1305,4.47240106547
1306,32.8456377222
1307,53.0588790805
1308,51.9778204054
1309,36.4751645542
1310,52.6268937206
1311,21.6275845611
1312,34.4991739817
1313,57.8184590472
1314,45.4217514621
1315,52.9743739045
1316,48.5797026361
1317,30.2045879472
1318,3.62579135016
1319,52.5950910351
1320,60.3046208133
1321,32.9314482755
1322,36.559288533
1323,24.216103466
1324,15.7362581257
1325,40.4400363458
1326,43.3125518376
1327,30.4662331311
1328,13.1722353781
1329,47.0550528431
1330,19.0098656454
1331,6.95878898027
1332,15.6677108234
1333,29.3782357771
1334,7.39951303186
1335,55.8948137366
1336,23.044050658
1337,43.0788992917
1338,11.929137525
1339,6.47927316357
1340,29.3670408733
1341,41.7501119149
1342,15.999355303
1343,39.4017042129
1344,61.676093929
1345,52.1715224072
1346,44.2761477226
1347,64.1875110341
1348,46.0578068137
1349,49.1645673183
1350,23.7373926144
1351,32.7572463769
1352,15.213636223
1353,9.83850033986
1354,33.3119389783
1355,38.2869223514
1356,43.4495781205
1357,49.9232234696
1358,39.3503069793
1359,32.4093856785
1360,64.0896542032
1361,38.5758018723
1362,54.8773381207
1363,52.715456296
1364,47.2009821571
1365,43.7693172828
1366,3.22548564257
1367,34.3390757837
1368,35.5042889169
1369,24.9418551553
1370,61.1758426945
1371,42.9374651835
1372,11.9876833296
1373,5.04631105056
1374,58.6588174294
1375,28.4073863555
1376,7.30565073549
1377,21.5135370014
1378,43.1948499828
1379,56.2701845479
1380,57.9497277918
1381,43.9834394152
1382,7.08043593431
1383,53.6146592671
1384,18.3572510783
1385,2.92037913849
1386,25.8643327835
1387,16.9621095196
1388,26.162551567
1389,21.7456648638
1390,49.8053430088
1391,39.7629061231
1392,59.8958496587
1393,41.1076810422
1394,40.85546557
1395,17.1444151978
1396,29.9474893335
1397,35.5057260144
1398,34.3652017376
1399,44.9413713152
1400,24.9087226798
1401,42.1470439717
1402,4.24097398447
1403,44.9982266193
1404,12.6054921494
1405,4.29322145975
1406,42.9955126555
1407,16.7439895382
1408,34.922622178
1409,58.9068021741
1410,57.2152467844
1411,29.5326186881
1412,38.9592363168
1413,36.5225169357
1414,5.48472973811
1415,51.8412237586
1416,52.4423541233
1417,77.480155621
1418,5.96366884872
1419,21.1598975288
1420,40.2768063614
1421,46.4102309457
1422,37.7545542082
1423,59.6711554005
1424,18.1853485078
1425,44.2089051289
1426,66.1779167825
1427,20.9283454591
1428,44.3176106606
1429,44.7855207564
1430,31.1574291691
1431,40.5056194037
1432,30.207141544
1433,30.5079091906
1434,29.8512711838
1435,27.397114424
1436,50.4927949689
1437,66.8281266416
1438,56.2414237416
1439,60.1882926758
1440,63.919433843
1441,36.6492153939
1442,15.3841893322
1443,55.3177956872
1444,3.30398505208
1445,53.502221435
1446,42.5213255068
1447,46.8588704007
1448,43.6831711891
1449,48.2950642829
1450,55.5076763957
1451,42.0175187772
1452,16.0287410801
1453,49.8094080036
1454,58.2094897139
1455,40.7740771069
1456,36.8065854857
1457,42.868377861
1458,47.4957506422
1459,22.1529223801
1460,46.9933278142
1461,41.9065554368
1462,22.2972135065
1463,8.52584221124
1464,2.52089341785
1465,53.719273486
1466,67.2226989879
1467,56.3683137537
1468,26.4975820088
1469,16.0490431761
1470,44.8401644691
1471,54.7826937279
1472,57.9045208084
1473,29.1260809181
1474,42.8039797024
1475,6.98171539548
1476,39.4941839482
1477,56.105035201
1478,23.3606555895
1479,66.3124883683
1480,57.3819308218
1481,21.8552392017
1482,39.458611364
1483,60.9414756002
1484,37.8849076506
1485,44.1292359018
1486,47.1131640999
1487,44.696168042
1488,23.0686125351
1489,33.6127872263
1490,44.4252426364
1491,39.6598970803
1492,15.7308344542
1493,66.5178294153
1494,32.7115671253
1495,10.1611288053
1496,67.2633548154
1497,49.5954762786
1498,42.7025842594
1499,40.2570775919
1500,6.87730742771
1501,42.1155618051
1502,25.6372218749
1503,65.8216557819
1504,13.0302587048
1505,3.03010969513
1506,34.8262393455
1507,54.0291073297
1508,6.57620797296
1509,51.3016329929
1510,49.6301825179
1511,22.5845954457
