,単位セメント量(kg in m^3),高炉スラグ分量(kg in m^3),フライアッシュ分量(kg in m^3),単位水量(kg in m^3),高性能AE減水剤分量(kg in m^3),粗骨材分量(kg in m^3),細骨材分量(kg in m^3),材齢(日)
26,244.2465937931081,101.14438281108205,44.714640136277424,154.92574743946196,10.305675026337063,975.6293851180895,810.2628649929064,107.12787414494466
27,255.80839920007236,88.5320387546807,123.48361887076365,185.69907988768745,11.100028590437292,860.4515428769513,728.3531548065009,84.6887013436965
28,298.01400197081676,0.0,56.63261182405746,167.70097120428247,11.546336579820297,1092.9005141496432,706.6619558375353,94.00442651848627
29,107.59939009261112,72.1809815030193,0.0,225.80590225877842,0.0,931.3685969302317,699.4611246817948,0.8
30,198.44381047955108,235.20637844482945,0.0,196.12529308984833,11.280338071598639,1101.157473263696,757.8472505591295,0.8
31,388.3088262279159,0.0,0.0,161.59878106036618,3.1362908100673406,916.1487874234551,739.4368663638626,75.53828183977842
32,547.5537487824294,88.91944545753351,4.090271031896705,162.9421541228707,4.165381797658596,864.9511244272788,659.7615983545628,19.510706405778613
33,307.73612958940566,94.47524227439419,47.7573276002221,170.5871628164793,3.3698789719416213,1048.6939141357705,625.717330056998,20.95783736973687
34,248.13135787220264,156.3206287357334,2.576033631566517,170.5075717136824,14.77812747119658,894.8654884570223,1007.2819020186005,68.88614228243756
35,339.00004708756995,0.0,31.848650134312155,172.85107031980337,11.401976059222786,941.1850934859161,731.4862839989275,0.8
36,333.8300611764664,120.05889948470143,10.046290634330788,194.6979588678983,7.6798393827812745,1085.0998076504216,687.2134942828184,88.23079082818904
37,142.03424596874405,0.0,0.0,199.50270408641,12.119850219548258,880.8605533569545,774.2678536112634,24.419296811357675
38,311.7304427587783,168.67130323043907,5.629951862981379,134.3193599936507,8.419759925228528,919.4487567810803,747.7819193204142,109.12318401675738
39,241.34878806197239,29.04776132146324,119.1762249042406,155.89845205991037,0.0,1131.9513470608495,881.5011935788848,23.33412721808842
40,82.29867109766582,21.877470689701617,95.50363891834147,195.54964935259378,6.166029028818675,936.2232145617716,730.693919018361,0.8
41,209.77512412123298,213.41145964994286,54.919755000442215,163.4627918142844,11.852379894298203,1020.910012388839,932.5580053618105,29.144377005587163
42,408.62572393070855,168.9987595941351,100.64537070544165,174.40447813088662,0.0,973.843855929324,710.384628186375,101.50091128518861
43,116.68235648304878,85.59072398383293,103.49643652970617,168.11837833764628,6.181924100968791,1030.5984513663702,845.2606888473259,67.21932953269659
44,452.3453704184118,8.774055091488748,87.00679341009285,192.1582817454326,1.3822035687228702,870.5626536492789,860.0865524499716,4.033431685631506
45,268.1735767355684,65.09360748640579,114.70732050734449,175.18539054380736,7.832951744764112,1040.2964852055777,820.3161210345511,0.8
46,424.5135805313664,190.41597999198387,29.461313219630803,183.34248154650226,16.591483695273336,1053.9769165760238,815.8666792549033,0.8
47,163.33685186981856,177.98223392921582,37.366452777482,162.85132846794048,7.393215344053589,1000.0964287740077,702.6583128614395,0.8
48,107.95747592440355,78.73946584957513,0.0,161.07844874842823,4.126417061118185,950.64697929716,805.8696246453796,56.32243438047165
49,210.83081263903142,116.78581167820896,94.37208168251686,145.27366646697274,10.523639002649972,1040.7533607903679,677.5306319537192,0.8
50,352.380286789917,9.41082235656529,95.71804808072028,179.5411981404516,17.343875858063882,1136.5134967890067,862.9537571473861,43.441468258190035
51,236.0551182988699,162.57128326604732,0.0,154.76871688980037,10.800140038136862,939.2677960170046,634.905357269539,0.8
52,210.97629233104402,165.9217424060316,0.0,180.3656366005936,10.200250795099748,829.5924811699338,833.9155589499807,59.132111649379134
53,350.68777808522697,47.98106415641762,25.419870988190997,186.8217728828908,9.669155664451129,1103.7905910449401,680.8607848403884,119.38712936748784
54,282.51254437403077,75.15117477064413,89.91941142089806,180.3073747610875,6.302738550159387,925.9642056823614,817.7535309177005,0.8
55,283.65204305134813,34.72174686473794,92.72217274165969,183.8959970082923,2.84613999486937,965.058718650215,808.5884855937647,38.79077176796982
56,370.79873139798786,76.28573737028765,64.52278198683807,174.43726005559506,3.0242930584125403,956.8300820356537,827.9600602295598,15.649281002699261
57,379.8720173269128,0.0,62.04741727157418,148.55785927501654,6.897083740627367,890.7131724238328,739.3670179961331,0.8
58,312.6278454266196,35.209406424222536,45.330116191986484,189.25035459256765,4.70992055997607,864.6103557677434,693.7383257241329,0.8
59,350.93976676395823,23.14237805284064,64.52442402486675,186.09474159166447,8.907155007112777,1106.9538106170671,644.107292350282,76.74936345470405
60,81.6,95.62250463456988,92.05362954498418,208.7045986433751,9.825820125096456,969.2484751185514,731.2567692048943,57.91170845883705
61,426.83656294885293,166.7816815692426,76.09415479243357,197.87143673755116,0.0,941.4376004755875,921.9130661788311,60.266063927453814
62,171.60415983261697,0.0,36.57318913945767,191.12604853802827,12.534401741151957,887.1428146990065,766.5153237554991,119.34404606012687
63,390.1194692960817,23.87926096340059,0.0,163.36202017590503,3.963058211242931,1016.5163810677421,878.0544429281732,0.8
64,237.3073247811215,0.0,160.4363432100226,199.11648655880887,7.181686514080476,925.5424993828634,897.4145882196912,53.633800711935116
65,217.74299694284758,110.78555989469284,159.84685002558226,194.3823547105859,12.597092876749215,847.2858614253552,721.6852149617667,112.80281691696989
66,274.39094344660475,0.0,45.69571314219664,181.6581572351951,6.726939129899872,992.8344294258474,823.5337269769534,0.8
67,331.21973329235425,47.541989983976976,61.623433037311166,169.03586010567537,8.722340336615133,1067.248160105872,786.3419578156864,58.11644044822002
68,325.9473347424989,29.961763070070674,143.15508509608608,182.9626276026738,0.0,1062.924894643135,922.0070737182941,56.6885056093417
69,252.94089515381916,13.545364578808964,15.858736274523736,225.51610346699067,0.8798612438345641,1043.043339511366,760.6932593489433,15.431918506632684
70,113.72855385230986,106.36274962969051,48.36106053454102,214.3773318650813,5.696863735982822,959.7890375533925,707.4449916346215,21.331198382756934
71,205.27662249457302,75.59296133929395,39.82965865611916,136.0216344755628,9.02370330408198,973.4629442010945,791.1425258184503,85.41843557767754
72,152.8987744622043,45.46075475909879,5.240033366463962,145.4046696002654,17.03384288370671,932.6240799149189,750.4396096559534,27.32142541301859
73,192.3375737751577,0.0,0.11852742157446983,234.67952146924299,4.042142800686149,1172.9166285167644,791.8640141635651,0.8
74,154.599135797367,105.10867395122179,0.0,213.4801715271671,0.0,1115.4669080063898,741.931860727413,12.20728952222445
75,362.39834197640425,42.952432919980595,149.9055157339069,210.70048659732052,4.311254168483941,894.6996324822035,802.6180064123288,3.442548078693278
76,361.17674882227266,117.59944620703399,109.46828598740862,180.68621436021755,0.0,941.310710716957,789.3512334481136,42.85491778779898
77,357.529304913068,179.42803339360626,73.58683498069178,196.62852441560358,12.88458990508456,956.0914906480687,710.800028168543,32.439837678894605
78,368.92562316757557,21.56890324995242,59.78230707102786,172.59191350550165,7.6333424935726875,960.7185154320365,780.3154391277927,17.096674346677002
79,193.63727750430115,17.858722017125054,0.0,183.57100615368503,3.023337288706349,1043.397464989841,578.7707178817088,0.8
80,303.962389223222,139.93138707559012,212.5421687346273,165.73774783161397,1.5774707695125905,965.668791450149,862.3907475779178,69.04446694021001
81,401.4136893081572,55.64680900612025,0.0,171.50163656519993,12.303248534626995,1109.978818572731,824.2908472006271,23.191800046382525
82,173.8471830593505,83.18041619543014,12.811693332512533,237.7108011066119,0.0,919.1724538683053,744.740695315736,18.176841976071813
83,139.60109087547858,0.0,0.0,159.4125570223115,17.728857928557552,970.6034802452218,723.4026099198858,63.089208003219944
84,382.0663832841375,151.5037005172797,31.707862942618508,150.5253916507133,9.166232719773234,906.0233348272335,843.6810833098327,53.84544481528963
85,330.0298043780508,67.8661250366442,55.58431884284954,143.7101195553326,1.028980671047261,883.7231268578906,697.2072923967307,1.7441188524417441
86,93.49853397387915,82.18455518377831,46.10797566089899,225.5398974250035,6.518862692193159,859.7235960730319,711.0325492628045,55.60690445089713
87,181.9738118142128,73.62593326298281,10.71186998421846,203.7624500727982,0.0,1037.096703698927,795.4237012327246,104.22617121234894
88,256.01027280028575,0.0,138.78023854209673,169.2530110747862,0.0,943.6009385861838,846.9381725024657,0.8
89,147.3319042515221,86.20372669956332,11.361618190728827,205.41304604331825,11.817418569740312,985.7593226307997,865.7350345822823,0.8
90,531.9185988380465,0.0,73.75319811999994,210.87999336927678,1.929962922740537,852.4119422340603,710.4774107972006,80.21207175099283
91,368.910717292497,119.06899766289678,35.893675342116545,158.89179790711043,6.662218476561607,901.4908598419433,787.3825520559176,0.8
92,404.6051392841928,0.0,113.60701165037571,212.89789315552719,1.2085602624231075,946.7430751802419,908.5019688022087,189.80623062179274
93,327.4090820078696,148.00370342118455,0.0,182.54055803535877,15.664001407763646,990.3634306703123,856.2947137166602,116.47823496322019
94,480.20068207507717,54.36057049441996,22.0911017198758,149.3817897011133,0.0,1062.487457288411,778.6046812334582,59.168117946683694
95,175.7614707563452,135.16331101703966,49.46241911177058,192.55434064063473,9.858329902678886,856.6081816539997,858.0035391829456,0.8
96,611.9420451319977,78.7406403618449,67.52753635720433,168.42892436897313,0.0,949.4201507248695,669.6132455813283,8.710651295972859
97,319.2465532198713,55.62456263044832,77.96845450162314,196.33526197500535,5.640903985063859,1025.2419681397048,814.2263611036828,128.83666214276823
98,288.09458442008577,0.0,74.45243399108773,203.4775716815697,4.762572994218006,1079.342753713871,663.9831540437693,0.8
99,287.4640875506782,168.9089530302416,104.36963365335275,158.52084612684956,9.489459516725233,907.7492546936594,827.0830015501932,101.11619102063261
100,127.96301717346446,0.0,139.754799545069,193.62184428859234,0.0,1050.6941513846768,910.8471583787059,80.25338864233004
101,315.05008635132486,81.33043861682461,60.01526832792395,173.9777007138439,5.31791142802344,1022.1697413481561,550.9444673571095,23.36923141089966
102,308.0921910885227,165.05408234108,141.97836836143733,191.9234329087782,5.438282656724359,1003.6845897959203,927.7081031085154,81.53057959474208
103,346.48440014643916,34.18482765676863,19.202997715259848,187.34474269388798,0.0,1055.508807437536,748.8206064564706,8.06601660637314
104,294.39393583861533,78.58070628278554,17.703658222539403,182.14361609097375,8.85427249108439,718.2213958354192,681.1459491328926,71.23933601611608
105,333.1477167203071,111.66864515457407,80.5779033226544,201.9860715773722,7.521592410252103,1053.7359616664028,739.5576811029056,75.10487305597977
106,526.7162811252481,32.690357843452304,54.91804421113612,231.16778356832268,11.35112755315776,996.5703663686455,716.3031614271409,82.29642739217425
107,270.31825398771036,0.0,0.0,163.9203125943456,0.0,1040.1839494581457,795.4666361882441,64.08405374219501
108,299.15124250751074,59.06567863776197,90.03821226473164,246.3195039999669,2.385310624934535,1025.4905758178195,741.0526451310827,0.8
109,289.6225270875257,22.790148384668505,0.0,148.384205663824,11.250124341586744,856.5425353092894,905.9889980909934,82.40711056256109
110,317.37540674161534,191.96165575833976,13.102408579739055,216.52892043150706,11.525560916501966,1035.4872735763784,795.3503027798487,127.17715310737914
111,305.6192290605735,276.11373169973325,5.266074655737484,182.44137330494524,6.025101150471258,1012.5064307754416,839.271113356857,47.47518695706581
112,316.4149898472716,0.0,56.23431407454938,192.37192185664748,17.283766430745825,868.2887870757779,821.1735013115912,164.17994676435373
113,545.8948939323559,2.005768541339009,62.67236487577827,162.39908639650588,3.3386059556567615,1001.7688336605212,844.3938441429859,50.9294731370036
114,177.48373510529842,159.013262981872,150.66203120499392,152.40294298678165,9.06444629047736,1095.153267459256,683.5444572232509,10.101287135486075
115,122.68660949950782,112.27261227698354,0.0,128.43380074396728,6.118817047903105,976.0427337096245,815.6057014952524,0.8
116,419.20520859765935,129.54099070189162,0.0,206.51729837282463,1.854341766230461,1016.5149321485223,881.8292568032127,154.4644968284557
117,229.9170246797687,52.504994131256254,83.19772621397489,172.92457183702209,6.760765498408701,996.196676469506,736.6765900625259,0.8078863843221384
118,207.99349876851835,0.0,95.77948094929471,132.66451427620453,9.853224013535632,874.7621378060202,833.8692328244236,33.95586974550891
119,197.35374075898233,140.29691125562636,96.95608609228634,178.78248344960852,8.298754550116318,1051.4042045276185,755.5944710011662,0.8
120,336.6565247479571,215.09063327586892,0.0,183.34897337856768,9.03586566297888,991.142917723364,787.5802790419912,122.54067348093375
121,318.1513155423183,83.3761965957379,69.93600958662245,165.95643736318002,0.0,794.7173911833318,711.9092570074353,47.12903521464887
122,401.505755677052,0.0,90.45825885560171,198.39348182435165,3.4209657003856395,1038.8115263268494,771.1634928920214,115.39687905683454
123,466.3158947953981,140.6842451703736,0.0,170.94873922914783,10.366594008874666,1021.7626054612768,816.5301035192858,0.8
124,353.23875200625577,216.36543193781085,0.0,221.35082309132045,1.6930073233200114,843.0066092331556,833.661891022892,220.81178758196154
125,338.086805897821,122.85624294167985,60.90930041377925,131.56432060059407,20.898431619378215,849.8987376718542,690.9701720715597,37.25196656492152
126,139.10576238036845,0.0,73.76888055514624,169.9735650730095,15.991869569390488,876.1635961939693,864.6798387180492,4.063816569231946
127,377.7547298430667,118.94196870083817,57.87171660962653,198.33115282963593,12.21090144891994,884.8185125027616,818.1792696639153,117.79005857967984
128,350.62066641045567,60.84823788276045,6.471624412928364,171.431572355395,4.184233471776702,939.3501723062761,753.2035311698246,4.181611213341817
129,236.5530608053171,0.0,0.0,172.27349257249017,1.2547907497625852,930.825327754715,839.8159855944294,158.88971025686607
130,388.66190113074754,130.6071936582392,161.09357771434884,176.93583512310798,3.1916361839239924,889.6345432954615,800.9411854140504,153.98342531913778
131,483.2049339156548,57.51289758401276,61.16374680075376,172.62995026939905,1.7863279675597825,1003.0783142239644,605.2549324547145,63.20446976394621
132,196.12915777560383,0.0,45.81481231609045,194.67129165271896,11.975084358467566,895.7402378855201,800.5164935851958,39.976156990329
133,292.8900850961297,129.81225416862918,60.1391136751943,176.56590172644707,7.547066793724914,1007.4755057812437,691.1791938790055,7.1570483324190874
134,446.6767336258214,136.9900982662004,0.0,202.18425487794602,5.942262947280166,929.4091083065709,833.2208617643942,20.669025305770518
135,221.0179975759592,151.9219719740333,164.39036268699,165.1928943559429,9.393691474396197,997.6058261564428,797.1461561075366,4.288829409870559
136,289.66711867660706,9.145947819194461,86.6177191287026,163.4618092844269,5.600161294646269,917.47506720864,672.4921108649223,0.8
137,344.4117544899829,110.07682618327486,119.7251562204631,176.38000249883513,8.66880951582682,1011.9610140766022,780.1817189065305,79.08200917521354
138,220.66977045311236,0.0,0.0,176.82955886880669,16.82706222962379,963.5666960832011,784.9572728972631,102.30226765487002
139,271.69822334251927,106.95824315162824,97.67931632424094,194.34342084928647,12.526156264671494,956.2900815910128,665.541266465297,75.14417364455477
140,92.40367043652876,0.0,121.77054575093771,180.80549215588033,7.5025620644081545,982.9470640240183,996.2032326510055,0.8
141,81.6,210.5096406005697,8.96334647393008,180.59538720682622,2.2806803105157103,1024.8672874978872,726.6369829787707,6.661043812326525
142,245.04051019387109,145.5572461454102,135.03392046068728,209.2128725727568,8.246206477934807,1064.5531406700072,843.8263275430236,0.8
143,218.98803302050504,0.0,98.01755919823873,159.26705424179858,12.06033736008186,915.7235013830367,872.5241957107846,92.09868221768957
144,314.2792608557872,139.53720979261462,73.74870858031791,195.6544973722895,3.4182747021543216,1024.5533723803453,814.1955625525624,83.76011438034851
145,308.8546669535307,93.61966349220438,52.308498498061965,203.5787186974997,0.0,952.1369403427566,901.0290437821848,0.8
146,352.7160195079456,177.87818850564148,113.92235563373912,191.92646117961112,12.115194285124762,993.0884348410027,717.9532888781436,60.953002796939494
147,376.9454324896766,154.009379765843,102.43776031851931,158.02060977729883,8.820774965272074,1026.3564736465737,806.1104470436215,0.8
148,313.28964326833994,201.41246761104935,17.29301514814832,187.42389153342626,5.2753496952321255,1014.4099457260745,729.6671618707514,45.03567666975163
149,236.8646504255501,261.55388914220106,191.96049034502676,219.1492236174106,4.64704860706807,852.9644051481197,672.4055423271635,0.8
150,385.6586576419228,143.19749860338067,134.427772641003,174.24798085337932,1.5894819408990006,1021.0375350245921,653.2908500716376,146.82887024628258
151,347.7169961712095,0.0,0.0,182.3825589740213,2.1291625211599747,894.5993289040822,882.2989050806734,42.39524811527696
152,149.2629469959948,37.400816950373134,62.177507756933494,197.7744482049289,12.956379243565806,1063.7574500376047,715.1105583546939,113.90547425466217
153,229.5959626227336,63.03147670388711,23.467176916307455,182.01766933523763,11.262649486319692,938.6107533941855,663.0642854855259,0.8
154,412.5298468040611,16.895648006073394,0.0,136.42716335825173,4.162559535308862,1009.2033569716309,716.7988205890362,17.40715879208705
155,439.9624079525356,8.521309990085427,68.45908579144219,173.6000826248999,10.949444291096478,948.8914651733772,676.6577018074767,34.117870263438384
156,448.1890160007116,92.41128748201837,0.0,186.82135567820026,15.40521154495794,939.7482268651974,732.4513696156876,54.7987789190564
157,188.39224046951182,120.64047417447756,0.0,159.14832789854643,4.874630373307709,892.7719646771232,673.9703695536899,42.45380792289321
158,245.3120845205729,139.09149493862222,8.459820007971928,195.14740222518176,0.0,921.1457342743626,831.1399209617224,31.052662616830546
159,456.0842868688609,172.98465769572763,102.69504207383478,164.28269426976115,0.0,1005.8148633760123,935.8569569863992,0.8
160,302.2589064123556,0.0,61.997544029874035,184.25024075578375,17.486720535966445,1051.797313570646,802.0177245943812,149.0795771076141
161,236.86580733819216,228.5515858388394,0.0,169.4377800871667,5.060828031277104,959.6099576313634,816.3697461791351,0.8
162,254.5834657319436,272.6933478256362,110.23406924129064,177.19731384406552,8.1935649600627,1090.5072233895141,815.3533645228493,0.8
163,155.36310611457733,42.86639264549267,0.0,173.88731831545135,22.893463049645064,872.6199700878528,708.4770544166925,23.14908263698264
164,445.1002971575638,0.0,0.0,171.48860342253298,3.831359216408426,888.3566638010003,779.9627063784332,162.1954763092042
165,445.0488152038459,168.50845061484767,28.765642124758497,206.7234702441783,0.6643685820113134,825.0806836249097,689.1417457623384,71.30899063619032
166,417.24312481645455,121.05589010507153,0.0,163.71688956737415,0.0,886.6173907863903,926.2318934438977,36.15630387991286
167,607.2152661208652,98.75350064165622,3.517889938662236,176.62332606064632,11.442281164711478,942.9281967290242,724.8258119596758,83.8846027143395
168,269.3641641835595,0.0,59.194143080369265,161.1649287005802,8.565081604489677,907.6239646846144,824.3225769959213,25.211060146435816
169,368.96243447930976,151.5153294069832,0.0,202.6903832032903,4.707745605734303,1050.6968713523815,766.4234537425805,56.84873023433724
170,267.5521498165983,117.40947482005981,95.88224769728066,197.34814040581864,7.7238099925559,1009.284559138146,677.5827851471669,0.8
171,160.60689290918296,156.28705300127535,14.466129130235672,204.4930024272037,0.28658456230215457,960.1462028256932,813.5222763333232,134.32128935259152
172,278.41006134925993,0.0,27.471812693402025,152.89230794180966,19.21899236560612,1009.8260006405119,803.2786079079191,45.90186996577742
173,363.7519870556747,139.25240438180532,31.350879386394993,193.12197091423283,0.0,882.9895991720618,838.3735828614233,54.09258364795757
174,417.86392334127447,0.0,117.58304933218972,145.8473022005042,10.093493665487285,1048.3299194420483,702.1667170778367,143.07579600308136
175,269.56314767094545,2.905260290920168,60.413174283983885,188.45865851767988,11.547592055119413,943.2695568222546,841.5449886991915,0.8
176,345.09437802114905,36.52435282632946,131.58677818819967,197.42594398324698,0.13146613848147748,998.8928912753978,817.1469518383634,88.5198442158044
177,455.31180703752057,117.80836742843059,74.3915236735516,145.18409126761745,7.310654410809477,935.828334094061,869.7937942815527,99.47350387791832
178,369.0939817146375,83.98207837923829,34.956074212386724,173.07679586343468,10.757847087333126,948.5694724855359,790.367069137008,0.8
179,307.71011095997216,89.2316059928148,82.78211303653283,190.4989956554741,3.742677816541223,964.4238820220361,889.5812432961586,0.8
180,399.02269747552026,0.0,70.18861801098873,199.7254054686094,1.937612270001524,1035.0244148472066,854.1766975207336,139.4719614226125
181,390.2694977687929,54.2871488424024,103.37394281476975,188.33681033857312,21.984772604371052,1104.9807059969407,641.8146221677058,0.8
182,513.6336767203071,0.0,80.23184859840413,205.142285540564,9.693430875945802,1019.8941496523885,838.3425703264572,108.23347739158656
183,327.89379061115716,166.29345177062368,0.0,200.3051978706381,8.663219876083378,893.4494354236159,844.3976499261075,77.9555362975922
184,366.083411726008,0.0,0.0,155.36174631208894,4.115653724954786,995.6615438902953,788.9262891608188,0.8
185,378.96356089497584,22.5402739178378,9.210194455673353,180.0221785334454,3.5209636323097544,1001.1141812133427,810.542692428649,0.8
186,261.57137476448924,69.69138285679655,0.0,145.5043481390897,14.333559407892853,1071.3348110456877,810.5009123403642,61.04247455334948
187,173.23664539678356,182.64917683904264,57.77421897070159,201.22413901871954,8.629406864938217,969.8805281728952,756.5983855185884,48.84924443842929
188,411.8027340894391,169.67547787135777,61.86946692700111,192.76630696903257,4.714208492271262,980.758651063092,846.5740546476707,86.93671959277168
189,336.74310415003794,134.77258615539068,200.66446791123718,162.8300190342786,12.464841615823378,991.0305962147509,772.6414578657599,97.2147909344895
190,275.97195821067027,0.0,131.7781041412935,175.6475226145012,11.222308558898424,909.5801140234362,662.1850214454616,18.359077649354997
191,328.7086884490775,215.29633752736174,138.2876739613529,190.79680567147483,11.399326335183183,1026.6351030585147,869.142939409295,76.37213536611699
192,258.1827901916798,70.41517061127345,0.0,187.90854803847515,0.0,866.6285769782264,757.1736581439189,23.772664799333796
193,451.71825637669957,142.68542729780904,32.95440285238175,160.97534296719402,6.037538444264962,981.4641438479706,763.6848759102497,0.8
194,174.0890784851448,46.92262776988048,0.0,158.7462699885706,0.0,1001.1895197738927,778.248486799631,0.8
195,276.1982951441977,270.4618140327813,0.0,160.9302262980153,4.704668360245693,967.430123340715,776.6811622535362,164.19380310318547
196,192.1508693215809,57.56714145493761,96.55784345899093,163.74416015695405,7.399596686302486,926.6814710217535,840.8037033065685,36.83527584318644
197,270.6806209600071,171.92516571429223,59.67036945972325,190.70928542824635,12.776850029977368,975.3379174117399,763.7090732122971,29.23785620725531
198,434.81120770629923,54.10879901116401,56.057848616618216,225.50807153622938,0.0,1107.5346001518083,726.6854098450453,32.52256293459084
199,227.48701034946595,228.6252683133152,5.852823858422013,155.72141729792583,4.097839076256159,1012.8451864976812,847.2297094136657,27.468314642450554
200,334.23404977993386,138.52710044966554,56.76269986279255,171.50173183499282,5.207793767663111,1013.2474728497306,757.1283904563062,17.754562581718627
201,197.26887977298463,0.0,75.54284427307891,181.94826110112842,4.759420928938495,1010.1493707902233,733.6900053007706,0.8
202,402.1472926239825,119.39996411758108,0.0,196.17418344747728,7.809371231806253,982.6007175065985,748.674496952114,0.8
203,278.9885891993622,45.44133845069818,0.0,207.36097691988297,5.367640220420362,1084.7987329465616,694.7974252216117,20.630474546110207
204,250.78888284831945,101.7264031351445,129.2073500430261,209.48312157012245,8.49103487118754,858.8473747067812,719.4011648412483,100.07596134705699
205,196.7656710344586,76.2612039122165,96.10328412217382,198.74798443996636,1.7926322556963648,1035.2694380970602,695.8920418269151,119.15598871849868
206,329.3766367981717,210.4216113800889,138.81437982071998,171.89422657347072,9.895994814808265,922.0275849775727,712.5693232195398,79.54975329113067
207,392.611220575283,36.18290260074857,110.60453876173744,188.23400241242484,5.005239627900309,896.2718473782189,658.4241104717177,0.8
208,314.47312719577485,18.019385833998506,47.03623072813458,187.45597843090903,8.595280504070185,901.4864258060043,813.9227928554401,103.13291167743913
209,160.00324457561823,0.0,141.95691772765008,177.83698404296908,0.0,1044.1164919446285,680.3902933635228,121.68800700101986
210,442.2403515077033,0.0,39.948288681701726,182.62462620209212,0.7327363541828529,875.3545209595667,683.0853518278362,0.8
211,305.28594561671537,20.627217064765304,10.572510846599961,178.13870807712703,8.092226792566567,948.4560074696989,820.9434591324315,0.8
212,283.1170332593858,70.52728942367634,0.0,210.23355983796083,2.2538350129815576,832.1291633215434,825.9085372198836,68.07802022004341
213,348.81726587690963,250.26574982639232,104.1517870297127,197.39257297930342,10.230678060168364,1032.5245566147903,803.442572218145,151.7581005870866
214,205.23420264934708,101.19440339842396,115.07160148441507,207.45353392576266,7.658086837293306,900.814749813489,810.424019423876,0.8
215,286.75412796422734,0.0,90.1739942319249,179.10472429270402,12.190719015455286,995.8868372411665,808.4897314470684,41.36947216384381
216,201.52774583910252,94.15598904196588,0.0,193.80061413340465,6.227736393998279,889.7490928795497,862.4766468609928,73.37488081474356
217,242.16480886635318,146.34343731686207,83.918949209971,166.357584056791,6.864530980439339,901.0315644398984,679.8034668595528,79.32281856039006
218,463.5856705485718,9.014504418650347,0.0,177.2616851276223,14.365988935547051,885.776491183608,851.1230672429723,0.8
